route_id,original_route_id,mode,route_short_name,route_long_name,route_type
bus_2164,2164,bus,11GET,PONDY BAZAAR To IYYAPPANTHANGAL,3
bus_2165,2165,bus,11GET,IYYAPPANTHANGAL To PONDY BAZAAR,3
bus_2166,2166,bus,11H,BROADWAY To IYYAPPANTHANGAL,3
bus_2167,2167,bus,11H,IYYAPPANTHANGAL To BROADWAY,3
bus_2168,2168,bus,120T,AYANAVARAM B.T To AVADI B.T,3
bus_2169,2169,bus,120CT,AVADI B.T To AYANAVARAM B.T,3
bus_2170,2170,bus,120,BROADWAY To AVADI B.T,3
bus_2171,2171,bus,120,AVADI B.T To BROADWAY,3
bus_2172,2172,bus,120CT,BROADWAY To AYANAVARAM B.T,3
bus_2173,2173,bus,120CT,AYANAVARAM B.T To BROADWAY,3
bus_2174,2174,bus,120A,AMBATTUR INDUSTRIAL ESTATE B.T To ARAKKAMBAKKAM,3
bus_2175,2175,bus,120A,ARAKKAMBAKKAM To AMBATTUR INDUSTRIAL ESTATE B.T,3
bus_2176,2176,bus,120A,AVADI B.T To ARAKKAMBAKKAM,3
bus_2177,2177,bus,120A,ARAKKAMBAKKAM To AVADI B.T,3
bus_2179,2179,bus,120A,ARAKKAMBAKKAM To BROADWAY,3
bus_2181,2181,bus,120A,KOYAMBEDU MARKET To ARAKKAMBAKKAM,3
bus_2182,2182,bus,120A,ARAKKAMBAKKAM To KOYAMBEDU MARKET,3
bus_2183,2183,bus,120CT,BROADWAY To AVADI B.T,3
bus_2184,2184,bus,120CT,AVADI B.T To BROADWAY,3
bus_2185,2185,bus,120CT,BROADWAY To VENKATACHALAM NAGAR,3
bus_2186,2186,bus,120CT,THIRUMULLAIVOYAL VENKATACHALAM NAGAR To BROADWAY,3
bus_2187,2187,bus,120E,AMBATTUR I.E To KILKONDAIYUR,3
bus_2188,2188,bus,120E,KILKONDAIYUR To AMBATTUR I.E,3
bus_2189,2189,bus,120E,AVADI B.T To KILKONDAIYUR,3
bus_2190,2190,bus,120E,KILKONDAIYUR To AVADI B.T,3
bus_2191,2191,bus,120E,BROADWAY To KILKONDAIYUR,3
bus_2192,2192,bus,120E,KILKONDAIYUR To BROADWAY,3
bus_2193,2193,bus,120F,AMBATTUR I.E To ORAGADAM,3
bus_2194,2194,bus,120F,ORAGADAM To AMBATTUR I.E,3
bus_2195,2195,bus,120F,AVADI B.T To ORAGADAM,3
bus_2196,2196,bus,120F,ORAGADAM To AVADI B.T,3
bus_2197,2197,bus,120F,BROADWAY To ORAGADAM AYYA TEMPLE,3
bus_2198,2198,bus,120F,ORAGADAM AYYA TEMPLE To BROADWAY,3
bus_2199,2199,bus,120G,AMBATTUR I.E To M.G.R.KOYAMBEDU,3
bus_2200,2200,bus,120G,M.G.R.KOYAMBEDU To AMBATTUR I.E,3
bus_2201,2201,bus,120G,AMBATTUR I.E To MENAMBEDU,3
bus_2202,2202,bus,120G,MENAMBEDU To AMBATTUR I.E,3
bus_2203,2203,bus,120G,BROADWAY To MENAMBEDU,3
bus_2204,2204,bus,120G,MENAMBEDU To BROADWAY,3
bus_2205,2205,bus,120G,M.G.R.KOYAMBEDU To MENAMBEDU,3
bus_2206,2206,bus,120G,MENAMBEDU To M.G.R.KOYAMBEDU,3
bus_2207,2207,bus,120K,AVADI B.T To KADHAVOOR,3
bus_2208,2208,bus,120K,KADHAVOOR To AVADI B.T,3
bus_2209,2209,bus,120K,BROADWAY To KADHAVOOR BUS STAND,3
bus_2210,2210,bus,120K,KADHAVOOR BUS STAND To BROADWAY,3
bus_2211,2211,bus,120KET,AVADI B.T To KILKONDAIYUR,3
bus_2212,2212,bus,120KET,KILKONDAIYUR To AVADI B.T,3
bus_2213,2213,bus,120KET,BROADWAY To KILKONDAIYUR,3
bus_2214,2214,bus,120KET,KILKONDAIYUR To BROADWAY,3
bus_2215,2215,bus,121,M.G.R.KOYAMBEDU To TONDIARPET,3
bus_2217,2217,bus,121,MINJUR B.T To M.G.R.KOYAMBEDU B.T,3
bus_2218,2218,bus,121,M.G.R.KOYAMBEDU B.T To MINJUR B.T,3
bus_2219,2219,bus,121,TONDIARPET To MINJUR,3
bus_2221,2221,bus,121A,MANALI B.T To KOYAMBEDU MARKET,3
bus_2222,2222,bus,121A,KOYAMBEDU MARKET To MANALI,3
bus_2223,2223,bus,121A,MANALI B.T To M.G.R.KOYAMBEDU B.T,3
bus_2224,2224,bus,121A,M.G.R.KOYAMBEDU B.T To MANALI B.T,3
bus_2225,2225,bus,121A,MANALI To MOOLAKADAI,3
bus_2226,2226,bus,121A,MOOLAKADAI To MANALI,3
bus_2229,2229,bus,121C,ENNORE B.T To M.G.R.KOYAMBEDU B.T,3
bus_2230,2230,bus,121C,M.G.R.KOYAMBEDU B.T To ENNORE B.T,3
bus_2235,2235,bus,121CT,ANNA NAGAR WEST To M.G.R.KOYAMBEDU,3
bus_2236,2236,bus,121CT,M.G.R.KOYAMBEDU To ANNA NAGAR WEST,3
bus_2237,2237,bus,121CT,M.G.R.KOYAMBEDU B.T To M.M.B.T,3
bus_2238,2238,bus,121CT,M.M.B.T To M.G.R.KOYAMBEDU B.T,3
bus_2239,2239,bus,121CT,M.M.B.T To MADHAVARAM,3
bus_2240,2240,bus,121CT,MADHAVARAM To M.M.B.T,3
bus_2241,2241,bus,121D,MANALI NEW TOWN To M.G.R.KOYAMBEDU B.T,3
bus_2242,2242,bus,121D,M.G.R.KOYAMBEDU B.T To MANALI NEW TOWN,3
bus_2245,2245,bus,121D,THANGAL TOLLGATE To MANALI NEW TOWN,3
bus_2246,2246,bus,121D,MANALI NEW TOWN To THANGAL TOLLGATE,3
bus_2247,2247,bus,170A,MADHAVARAM VILLAGE BUS STAND To TAMBARAM WEST BUS STAND,3
bus_2248,2248,bus,170A,TAMBARAM WEST BUS STAND To MADHAVARAM VILLAGE BUS STAND,3
bus_2249,2249,bus,121G,KAVIARASU KANNADASAN NAGAR B.T To M.G.R.KOYAMBEDU B.T,3
bus_2250,2250,bus,121G,M.G.R.KOYAMBEDU B.T To KAVIARASU KANNADASAN NAGAR B.T,3
bus_2251,2251,bus,170T,KAVIARASU KANNADASAN NAGAR B.T To TAMBARAM WEST BUS STAND,3
bus_2252,2252,bus,170T,TAMBARAM WEST BUS STAND To KAVIARASU KANNADASAN NAGAR B.T,3
bus_2253,2253,bus,170TX,KAVIARASU KANNADASAN NAGAR B.T To KILAMBAKKAM BUS TERMINUS,3
bus_2254,2254,bus,170TX,KILAMBAKKAM BUS TERMINUS To KAVIARASU KANNADASAN NAGAR B.T,3
bus_2255,2255,bus,170TX,M.G.R.KOYAMBEDU To KCBT - KILAMBAKKAM,3
bus_2256,2256,bus,170TX,KCBT - KILAMBAKKAM To M.G.R.KOYAMBEDU,3
bus_2259,2259,bus,121M,K.KANNADASAN NAGAR To VAZHUTHIGAIMEDU,3
bus_2261,2261,bus,121M,M.G.R.KOYAMBEDU To K.KANNADASAN NAGAR,3
bus_2263,2263,bus,121M,MADHAVARAM VILLAGE BUS STAND To M.G.R.KOYAMBEDU B.T,3
bus_2264,2264,bus,121M,M.G.R.KOYAMBEDU B.T To MADHAVARAM VILLAGE BUS STAND,3
bus_2265,2265,bus,121M,MOOLAKADAI To M.G.R.KOYAMBEDU,3
bus_2266,2266,bus,121M,M.G.R.KOYAMBEDU To MOOLAKADAI,3
bus_2267,2267,bus,121M,VAZHUTHIGAIMEDU To M.G.R.KOYAMBEDU,3
bus_2268,2268,bus,121M,M.G.R.KOYAMBEDU To VAZHUTHIGAIMEDU,3
bus_2269,2269,bus,121MET,M.G.R.KOYAMBEDU B.T To MANALI B.T,3
bus_2270,2270,bus,121MET,MANALI BUS TERMINUS To M.G.R.KOYAMBEDU B.T,3
bus_2271,2271,bus,121MET,MANALI To MOOLAKADAI,3
bus_2272,2272,bus,121MET,MOOLAKADAI To MANALI,3
bus_2275,2275,bus,129C,PERAMBUR B.T To BESANT NAGAR,3
bus_2276,2276,bus,129C,BESANT NAGAR To PERAMBUR B.T,3
bus_2277,2277,bus,129C,PERAMBUR B.T To NANGANALLUR BUS TERMINUS,3
bus_2278,2278,bus,129C,NANGANALLUR BUS TERMINUS To PERAMBUR B.T,3
bus_2279,2279,bus,12B,SALIGRAMAM BUS STAND To FORESHORE ESTATE,3
bus_2280,2280,bus,12B,FORESHORE ESTATE BUS TERMINUS To SALIGRAMAM BUS STAND,3
bus_2281,2281,bus,12B,VADAPALANI To LUZ,3
bus_2282,2282,bus,12B,LUZ To VADAPALANI,3
bus_2283,2283,bus,12E,SALIGRAMAM To FORESHORE ESTATE,3
bus_2284,2284,bus,12E,FORESHORE ESTATE To SALIGRAMAM,3
bus_2285,2285,bus,12ECT,VADAPALANI To SALIGRAMAM,3
bus_2286,2286,bus,12ECT,SALIGRAMAM To VADAPALANI,3
bus_2287,2287,bus,12G,ANNA SQUARE To ANNA SQUARE,3
bus_2288,2288,bus,12G,WAR MEMORIAL To K.K.NAGAR,3
bus_2289,2289,bus,12G,K.K.NAGAR To WAR MEMORIAL,3
bus_2293,2293,bus,12G,SECRETARIAT To K.K.NAGAR,3
bus_2295,2295,bus,12M,MANDAVELI B.T To IYYAPPANTHANGAL B.T,3
bus_2296,2296,bus,12M,IYYAPPANTHANGAL B.T To MANDAVELI B.T,3
bus_2297,2297,bus,12X,M.G.R.KOYAMBEDU B.T To VADAPALANI BUS STAND,3
bus_2298,2298,bus,12X,VADAPALANI To M.G.R.KOYAMBEDU B.T,3
bus_2299,2299,bus,142,BROADWAY To VINAYAGAPURAM,3
bus_2300,2300,bus,142,VINAYAGAPURAM To BROADWAY,3
bus_2303,2303,bus,142,PERAMBUR B.T To VINAYAGAPURAM,3
bus_2304,2304,bus,142,VINAYAGAPURAM To PERAMBUR B.T,3
bus_2305,2305,bus,142X,SECRETARIAT To VINAYAGAPURAM,3
bus_2307,2307,bus,142B,BROADWAY To PERAMBUR B.T,3
bus_2308,2308,bus,142B,PERAMBUR B.T To BROADWAY,3
bus_2309,2309,bus,142B,BROADWAY To PERIYAR NAGAR,3
bus_2310,2310,bus,142B,PERIYAR NAGAR To BROADWAY,3
bus_2311,2311,bus,142B,BROADWAY To PERAVALLUR KUMARAN NAGAR,3
bus_2312,2312,bus,142B,PERAVALLUR KUMARAN NAGAR To BROADWAY,3
bus_2313,2313,bus,142B,PERAMBUR B.T To PERIYAR NAGAR,3
bus_2314,2314,bus,142B,PERIYAR NAGAR To PERAMBUR B.T,3
bus_2315,2315,bus,142B,PERAMBUR B.T To THANIKACHALAM NAGAR,3
bus_2316,2316,bus,142B,THANIKACHALAM NAGAR To PERAMBUR B.T,3
bus_2317,2317,bus,142P,BROADWAY To PUTHAGARAM,3
bus_2318,2318,bus,142P,PUTHAGARAM To BROADWAY,3
bus_2321,2321,bus,142P,PERAMBUR B.T To PUTHAGARAM,3
bus_2322,2322,bus,142P,PUTHAGARAM To PERAMBUR B.T,3
bus_2323,2323,bus,142P,SECRETARIAT To PUTHAGARAM,3
bus_2325,2325,bus,147A,ANNA NAGAR WEST To J.J.NAGAR EAST,3
bus_2326,2326,bus,147A,J.J.NAGAR EAST To ANNA NAGAR WEST,3
bus_2329,2329,bus,147A,THYAGARAYA NAGAR BUS TERMINUS To J.J.NAGAR EAST,3
bus_2330,2330,bus,147A,J.J NAGAR WEST B.T To THYAGARAYA NAGAR BUS TERMINUS,3
bus_2331,2331,bus,147B,ANNA NAGAR WEST To J.J.NAGAR WEST,3
bus_2332,2332,bus,147B,J.J.NAGAR WEST To ANNA NAGAR WEST,3
bus_2335,2335,bus,147B,THYAGARAYA NAGAR BUS TERMINUS To J.J NAGAR WEST B.T,3
bus_2336,2336,bus,147B,J.J NAGAR WEST B.T To THYAGARAYA NAGAR BUS TERMINUS,3
bus_2337,2337,bus,147C,AMBATTUR I.E To AMBATTUR O.T,3
bus_2338,2338,bus,147C,AMBATTUR O.T To AMBATTUR I.E,3
bus_2341,2341,bus,147C,THYAGARAYA NAGAR BUS TERMINUS To AMBATTUR INDUSTRIAL ESTATE B.T,3
bus_2342,2342,bus,147C,AMBATTUR I.E To THYAGARAYA NAGAR,3
bus_2343,2343,bus,147C,THYAGARAYA NAGAR BUS TERMINUS To RAAKI THEATRE,3
bus_2344,2344,bus,147C,AMBATTUR O.T B.T To THYAGARAYA NAGAR BUS TERMINUS,3
bus_2345,2345,bus,147CCT,THYAGARAYA NAGAR BUS TERMINUS To AMBATTUR INDUSTRIAL ESTATE B.T,3
bus_2346,2346,bus,147CCT,AMBATTUR I.E To THYAGARAYA NAGAR,3
bus_2347,2347,bus,147V,VENKATACHALAM NAGAR To AMBATTUR I.E,3
bus_2348,2348,bus,147V,AMBATTUR I.E To THYAGARAYA NAGAR,3
bus_2349,2349,bus,147V,THYAGARAYA NAGAR To VENKATACHALAM NAGAR,3
bus_2350,2350,bus,147V,THIRUMULLAIVOYAL VENKATACHALAM NAGAR To THYAGARAYA NAGAR BUS TERMINUS,3
bus_2351,2351,bus,150,BROADWAY To AVADI B.T,3
bus_2352,2352,bus,150,AVADI B.T To BROADWAY,3
bus_2353,2353,bus,153,M.G.R.KOYAMBEDU B.T To POONAMALLEE B.T,3
bus_2354,2354,bus,153,POONAMALLEE B.T To M.G.R.KOYAMBEDU B.T,3
bus_2355,2355,bus,153A,K.K.NAGAR To M.G.R.KOYAMBEDU,3
bus_2356,2356,bus,153A,M.G.R.KOYAMBEDU To K.K.NAGAR,3
bus_2357,2357,bus,153A,M.G.R.KOYAMBEDU B.T To THIRUVALLUR,3
bus_2358,2358,bus,153A,THIRUVALLUR To M.G.R.KOYAMBEDU B.T,3
bus_2359,2359,bus,153A,POONAMALLEE B.T To THIRUVALLUR,3
bus_2360,2360,bus,153A,THIRUVALLUR To POONAMALLEE B.T,3
bus_2361,2361,bus,153P,M.G.R.KOYAMBEDU B.T To PERAMBAKKAM,3
bus_2362,2362,bus,153P,PERAMBAKKAM To M.G.R.KOYAMBEDU,3
bus_2363,2363,bus,153T,M.G.R.KOYAMBEDU To POONAMALLEE B.T,3
bus_2365,2365,bus,153T,M.G.R.KOYAMBEDU To THIRUVALLUR,3
bus_2366,2366,bus,153T,THIRUVALLUR To M.G.R.KOYAMBEDU,3
bus_2367,2367,bus,153T,POONAMALLEE B.T To THIRUVALLUR,3
bus_2369,2369,bus,154CT,ASHARKANA To IYYAPPANTHANGAL,3
bus_2371,2371,bus,54CT,IYYAPPANTHANGAL To POONAMALLEE B.T,3
bus_2373,2373,bus,154CT,THYAGARAYA NAGAR To IYYAPPANTHANGAL,3
bus_2375,2375,bus,154B,NANGANALLUR BUS TERMINUS To POONAMALLEE B.T,3
bus_2376,2376,bus,154B,POONAMALLEE B.T To NANGANALLUR BUS TERMINUS,3
bus_2377,2377,bus,155A,BROADWAY To PAZHANTHANDALAM ROAD JUNCTION,3
bus_2378,2378,bus,155A,PAZHANTHANDALAM ROAD JUNCTION To BROADWAY,3
bus_2379,2379,bus,155A,NEHRU NAGAR To PAZHANTHANDALAM,3
bus_2380,2380,bus,155A,PAZHANTHANDALAM To NEHRU NAGAR,3
bus_2381,2381,bus,155A,PALLAVARAM To PAZHANTHANDALAM,3
bus_2382,2382,bus,155A,PAZHANTHANDALAM To PALLAVARAM,3
bus_2384,2384,bus,157,PADIYANALLUR To REDHILLS,3
bus_2385,2385,bus,157,REDHILLS To PADIYANALLUR,3
bus_2387,2387,bus,157,THIRUVOTTIYUR BUS STAND To REDHILLS BUS TERMINUS,3
bus_2388,2388,bus,157,REDHILLS BUS TERMINUS To THIRUVOTTIYUR BUS STAND,3
bus_2389,2389,bus,157,THIRUVOTRIYUR B.T To TONDIARPET,3
bus_2390,2390,bus,157,APOLLO OR CHOLERA HOSPITAL To THIRUVOTTIYUR BUS STAND,3
bus_2391,2391,bus,157E,ENNORE To REDHILLS,3
bus_2392,2392,bus,157E,REDHILLS To ENNORE,3
bus_2393,2393,bus,159,THIRUVOTTIYUR BUS STAND To THIRUVERKADU B.T,3
bus_2394,2394,bus,159,THIRUVERKADU B.T To THIRUVOTTIYUR BUS STAND,3
bus_2395,2395,bus,159A,THIRUVOTTIYUR BUS STAND To M.G.R.KOYAMBEDU B.T,3
bus_2396,2396,bus,159A,M.G.R.KOYAMBEDU B.T To THIRUVOTTIYUR BUS STAND,3
bus_2397,2397,bus,159CT,THIRUVOTRIYUR B.T To THANGAL TOLLGATE,3
bus_2398,2398,bus,159CT,THANGAL TOLLGATE To THIRUVOTRIYUR B.T,3
bus_2399,2399,bus,159A,THANGAL TOLLGATE To M.G.R.KOYAMBEDU,3
bus_2400,2400,bus,159A,M.G.R.KOYAMBEDU To THANGAL TOLLGATE,3
bus_2401,2401,bus,159B,THANGAL TOLLGATE To M.G.R.KOYAMBEDU,3
bus_2402,2402,bus,159B,M.G.R.KOYAMBEDU To THANGAL TOLLGATE,3
bus_2403,2403,bus,159E,ENNORE B.T To M.G.R.KOYAMBEDU B.T,3
bus_2404,2404,bus,159E,M.G.R.KOYAMBEDU B.T To ENNORE B.T,3
bus_2405,2405,bus,159E,THIRUVOTRIYUR B.T To M.G.R.KOYAMBEDU,3
bus_2406,2406,bus,159E,M.G.R.KOYAMBEDU To THIRUVOTRIYUR B.T,3
bus_2407,2407,bus,159K,KARGIL NAGAR THIRUVOTTIUR To M.G.R.KOYAMBEDU B.T,3
bus_2408,2408,bus,159K,M.G.R.KOYAMBEDU B.T To KARGIL NAGAR THIRUVOTTIUR,3
bus_2409,2409,bus,159K,KARGIL NAGAR To THIRUVOTRIYUR B.T,3
bus_2410,2410,bus,159K,THIRUVOTRIYUR B.T To KARGIL NAGAR,3
bus_2411,2411,bus,15,ANNA NAGAR WEST DEPOT To M.G.R.KOYAMBEDU B.T,3
bus_2412,2412,bus,15,M.G.R.KOYAMBEDU B.T To ANNA NAGAR WEST DEPOT,3
bus_2413,2413,bus,15CT,ARUMBAKKAM To BROADWAY,3
bus_2415,2415,bus,15CT,DASAPRAKASH To M.G.R.KOYAMBEDU,3
bus_2417,2417,bus,15BET,BROADWAY To M.G.R.KOYAMBEDU,3
bus_2418,2418,bus,15BET,M.G.R.KOYAMBEDU To BROADWAY,3
bus_2419,2419,bus,15BET,TIRUVOTTIYUR ODEANMANI THEATER To M.G.R.KOYAMBEDU B.T,3
bus_2420,2420,bus,15BET,M.G.R.KOYAMBEDU B.T To TIRUVOTTIYUR ODEANMANI THEATER,3
bus_2421,2421,bus,15BET,ODEANMANI To THANGAL TOLLGATE,3
bus_2423,2423,bus,15BET,THANGAL TOLLGATE To M.G.R.KOYAMBEDU,3
bus_2425,2425,bus,15C,ANNA NAGAR WEST To M.G.R.KOYAMBEDU,3
bus_2426,2426,bus,15C,M.G.R.KOYAMBEDU To ANNA NAGAR WEST,3
bus_2429,2429,bus,15C,BROADWAY To ANNA NAGAR WEST,3
bus_2430,2430,bus,15C,ANNA NAGAR WEST To BROADWAY,3
bus_2431,2431,bus,15C,BROADWAY To M.G.R.KOYAMBEDU,3
bus_2432,2432,bus,15C,M.G.R.KOYAMBEDU To BROADWAY,3
bus_2433,2433,bus,15F,M.G.R.KOYAMBEDU To BROADWAY,3
bus_2434,2434,bus,15F,VADAPALANI To M.G.R.CENTRAL METRO R.S,3
bus_2435,2435,bus,15F,R.B.I To M.G.R.CENTRAL METRO R.S,3
bus_2436,2436,bus,15F,M.G.R.CENTRAL R.S To R B I PARRYS,3
bus_2437,2437,bus,70G,VADAPALANI To KCBT - KILAMBAKKAM,3
bus_2438,2438,bus,70G,KCBT - KILAMBAKKAM To VADAPALANI B.T,3
bus_2439,2439,bus,15G,M.G.R.KOYAMBEDU B.T To BROADWAY,3
bus_2440,2440,bus,15G,BROADWAY To MMDA COLONY ROAD JUNCTION,3
bus_2441,2441,bus,15G,M.M.D.A.COLONY To BROADWAY,3
bus_2442,2442,bus,164,MINJUR B.T To PERAMBUR B.T,3
bus_2443,2443,bus,164,PERAMBUR B.T To MINJUR B.T,3
bus_2444,2444,bus,166,IYYAPPANTHANGAL B.T To TAMBARAM WEST BUS STAND,3
bus_2445,2445,bus,166,TAMBARAM WEST BUS STAND To IYYAPPANTHANGAL B.T,3
bus_2446,2446,bus,166X,IYYAPPANTHANGAL To KCBT - KILAMBAKKAM,3
bus_2447,2447,bus,166X,KCBT - KILAMBAKKAM To IYYAPPANTHANGAL,3
bus_2448,2448,bus,16J,IYYAPPANTHANGAL To M.G.R.KOYAMBEDU,3
bus_2450,2450,bus,16J,M.G.R.KOYAMBEDU B.T To POONAMALLEE B.T,3
bus_2451,2451,bus,16J,POONAMALLEE B.T To M.G.R.KOYAMBEDU B.T,3
bus_2452,2452,bus,16J,POONAMALLEE B.T To IYYAPPANTHANGAL,3
bus_2454,2454,bus,16K,KUNDRATHUR B.T To VADAPALANI,3
bus_2456,2456,bus,16K,KUNDRATHUR To M.G.R.KOYAMBEDU,3
bus_2457,2457,bus,16K,M.G.R.KOYAMBEDU B.T To KUNDRATHUR DEPOT,3
bus_2458,2458,bus,16K,M.G.R.KOYAMBEDU B.T To KUNDRATHUR B.T,3
bus_2459,2459,bus,16K,KUNDRATHUR B.T To M.G.R.KOYAMBEDU B.T,3
bus_2460,2460,bus,16K,VADAPALANI To M.G.R.KOYAMBEDU,3
bus_2464,2464,bus,170C,MADHAVARAM BUS DEPOT To PERAMBUR T.V.K.NAGAR,3
bus_2465,2465,bus,170C,THIRU.VI.KA.NAGAR B.T To MADHAVARAM VILLAGE BUS STAND,3
bus_2466,2466,bus,170C,THIRU.VI.KA.NAGAR B.T To M.G.R.KOYAMBEDU B.T,3
bus_2467,2467,bus,170C,M.G.R.KOYAMBEDU B.T To PERAMBUR T.V.K.NAGAR,3
bus_2468,2468,bus,170CE,MANALI B.T To GUINDY B.T,3
bus_2469,2469,bus,170CET,GUINDY TVK ESTATE To MANALI,3
bus_2470,2470,bus,170CET,MANALI To MOOLAKADAI,3
bus_2471,2471,bus,170CE,MOOLAKADAI To MANALI,3
bus_2472,2472,bus,170K,PERAMBUR B.T To PERAVALLUR KUMARAN NAGAR,3
bus_2473,2473,bus,170K,PERAVALLUR KUMARAN NAGAR To PERAMBUR B.T,3
bus_2474,2474,bus,170K,PERAVALLUR KUMARAN NAGAR To GUINDY B.T,3
bus_2475,2475,bus,170K,GUINDY B.T To PERAVALLUR KUMARAN NAGAR,3
bus_2476,2476,bus,17D,M.G.R.KOYAMBEDU To BROADWAY,3
bus_2477,2477,bus,17D,ETHIRAJ COLLEGE To K.K.NAGAR,3
bus_2479,2479,bus,17D,K.K.NAGAR To M.G.R.KOYAMBEDU,3
bus_2481,2481,bus,17D,MATERNITY HOSPITAL To ETHIRAJ COLLEGE,3
bus_2483,2483,bus,17E,BROADWAY To SALIGRAMAM,3
bus_2484,2484,bus,17E,SALIGRAMAM To BROADWAY,3
bus_2485,2485,bus,17K,BROADWAY To DASARATHAPURAM,3
bus_2486,2486,bus,17K,DASARATHAPURAM To BROADWAY,3
bus_2487,2487,bus,17K,VADAPALANI To DASARATHAPURAM,3
bus_2488,2488,bus,17K,DASARATHAPURAM To VADAPALANI,3
bus_2489,2489,bus,188A,KUNDRATHUR B.T To THYAGARAYA NAGAR BURKIT ROAD,3
bus_2490,2490,bus,188A,THYAGARAYA NAGAR BUS TERMINUS To KUNDRATHUR B.T,3
bus_2491,2491,bus,188A,KUNDRATHUR To THYAGARAYA NAGAR,3
bus_2492,2492,bus,188A,THYAGARAYA NAGAR To KUNDRATHUR,3
bus_2493,2493,bus,188C,BROADWAY To KUNDRATHUR B.T,3
bus_2494,2494,bus,188C,KUNDRATHUR B.T To BROADWAY,3
bus_2495,2495,bus,188ET,BROADWAY To KUNDRATHUR B.T,3
bus_2496,2496,bus,188ET,KUNDRATHUR B.T To BROADWAY,3
bus_2497,2497,bus,188ET,BROADWAY To SAIDAPET,3
bus_2498,2498,bus,188ET,SAIDAPET To BROADWAY,3
bus_2499,2499,bus,188K,IYYAPPANTHANGAL B.T To KATTRAMBAKKAM BUS STAND,3
bus_2500,2500,bus,188K,KATTRAMBAKKAM BUS STAND To IYYAPPANTHANGAL B.T,3
bus_2501,2501,bus,188K,THYAGARAYA NAGAR To IYYAPPANTHANGAL,3
bus_2502,2502,bus,188K,IYYAPPANTHANGAL To THYAGARAYA NAGAR,3
bus_2503,2503,bus,188K,THYAGARAYA NAGAR BUS TERMINUS To KATTRAMBAKKAM BUS STAND,3
bus_2504,2504,bus,188K,KATTRAMBAKKAM BUS STAND To THYAGARAYA NAGAR BURKIT ROAD,3
bus_2505,2505,bus,18A,BROADWAY To KILAMBAKKAM BUS TERMINUS,3
bus_2506,2506,bus,18A,KILAMBAKKAM BUS TERMINUS To BROADWAY,3
bus_2507,2507,bus,70CCT,K.K.NAGAR To KCBT - KILAMBAKKAM,3
bus_2508,2508,bus,70CCT,KCBT - KILAMBAKKAM To K.K.NAGAR,3
bus_2509,2509,bus,18AET,BROADWAY To KILAMBAKKAM BUS TERMINUS,3
bus_2510,2510,bus,18AET,KILAMBAKKAM BUS TERMINUS To BROADWAY,3
bus_2511,2511,bus,18AET,BROADWAY To TAMBARAM WEST BUS STAND,3
bus_2512,2512,bus,18AET,TAMBARAM WEST BUS STAND To BROADWAY,3
bus_2513,2513,bus,18A,TAMBARAM WEST To KCBT - KILAMBAKKAM,3
bus_2514,2514,bus,18A,KCBT - KILAMBAKKAM To TAMBARAM WEST,3
bus_2515,2515,bus,18H,TAMBARAM WEST BUS STAND To NADUVEERAPATTU BUS STAND,3
bus_2516,2516,bus,18H,NADUVEERAPATTU To TAMBARAM WEST,3
bus_2517,2517,bus,18K,BROADWAY To SAIDAPET WEST B.T,3
bus_2518,2518,bus,18K,SAIDAPET WEST BUS STAND To BROADWAY,3
bus_2519,2519,bus,18K,M.G.R.CENTRAL OR RAJIV GANDHI GOVERNMENT GENERAL HOSPITAL To SAIDAPET WEST B.T,3
bus_2520,2520,bus,18K,SAIDAPET WEST BUS STAND To M.G.R.CENTRAL R.S,3
bus_2521,2521,bus,18X,BROADWAY To OONAMANCHERI,3
bus_2522,2522,bus,18X,OONAMANCHERI To BROADWAY,3
bus_2523,2523,bus,18X,TAMBARAM WEST To OONAMANCHERI,3
bus_2524,2524,bus,18X,OONAMANCHERI To TAMBARAM WEST,3
bus_2525,2525,bus,18X,TAMBARAM WEST BUS STAND To THIRUPORUR BUS STAND,3
bus_2526,2526,bus,18X,THIRUPORUR BUS STAND To TAMBARAM WEST BUS STAND,3
bus_2527,2527,bus,19,THIRUPORUR To KANNAGI NAGAR TNUHDB,3
bus_2528,2528,bus,19,KANNAGI NAGAR TNUHDB To THIRUPORUR,3
bus_2531,2531,bus,19,THYAGARAYA NAGAR To KANNAGI NAGAR TNUHDB,3
bus_2532,2532,bus,19,KANNAGI NAGAR TNUHDB To THYAGARAYA NAGAR,3
bus_2533,2533,bus,19,THYAGARAYA NAGAR To PERUMBAKKAM TNUHDB,3
bus_2534,2534,bus,19,PERUMBAKKAM TNUHDB To THYAGARAYA NAGAR,3
bus_2535,2535,bus,19A,THYAGARAYA NAGAR BUS TERMINUS To SEMMANCHERI BUS STAND,3
bus_2536,2536,bus,19A,SEMMANCHERI BUS STAND To THYAGARAYA NAGAR BUS TERMINUS,3
bus_2537,2537,bus,19BET,THAIYUR KOMAN NAGAR To PERUMBAKKAM TNUHDB,3
bus_2538,2538,bus,19BET,SAIDAPET To KELAMBAKKAM,3
bus_2539,2539,bus,19BET,KELAMBAKKAM To SAIDAPET,3
bus_2540,2540,bus,19BET,PERUMBAKKAM TNUHDB To SAIDAPET,3
bus_2541,2541,bus,19BET,SAIDAPET To THAIYUR KOMAN NAGAR,3
bus_2543,2543,bus,19BET,THYAGARAYA NAGAR To KELAMBAKKAM,3
