route_id,original_route_id,mode,route_short_name,route_long_name,route_type
bus_3459,3459,bus,55V,KILAMBAKKAM BUS TERMINUS To TAMBARAM WEST,3
bus_3460,3460,bus,55X,TAMBARAM WEST To MANNIVAKKAM TANK,3
bus_3461,3461,bus,55X,MANNIVAKKAM TANK To TAMBARAM WEST,3
bus_3462,3462,bus,55X,TAMBARAM WEST To PADAPPAI,3
bus_3463,3463,bus,55X,PADAPPAI To TAMBARAM WEST,3
bus_3464,3464,bus,565,AVADI B.T To SRIPERUMBUDUR BUS STAND,3
bus_3465,3465,bus,565,SRIPERUMBUDUR BUS TERMINUS To AVADI B.T,3
bus_3466,3466,bus,566,KUNDRATHUR B.T To THIRUPORUR BUS STAND,3
bus_3467,3467,bus,566,THIRUPORUR To KUNDRATHUR B.T,3
bus_3468,3468,bus,566,KUNDRATHUR To THIRUPORUR,3
bus_3469,3469,bus,566,THIRUPORUR To KUNDRATHUR,3
bus_3470,3470,bus,566B,IYYAPPANTHANGAL To TAMBARAM WEST,3
bus_3471,3471,bus,566B,TAMBARAM WEST To IYYAPPANTHANGAL,3
bus_3472,3472,bus,566B,PATTUR To KOVALAM B.T,3
bus_3473,3473,bus,566B,KOVALAM B.T To PATTUR,3
bus_3474,3474,bus,566B,TAMBARAM WEST To KOVALAM,3
bus_3475,3475,bus,566B,KOVALAM To TAMBARAM WEST,3
bus_3476,3476,bus,56A,VALLALAR NAGAR BUS TERMINUS To CHINNA KUPPAM,3
bus_3477,3477,bus,56A,THALAN KUPPAM To VALLALAR NAGAR BUS TERMINUS,3
bus_3478,3478,bus,56ACT,ENNORE To THANGAL TOLLGATE,3
bus_3479,3479,bus,56ACT,THANGAL TOLLGATE To ENNORE,3
bus_3480,3480,bus,56ACT,THANGAL TOLLGATE To CHINNA KUPPAM,3
bus_3481,3481,bus,56ACT,THALAN KUPPAM To THANGAL TOLLGATE,3
bus_3482,3482,bus,56C,JOTHINAGAR To BROADWAY,3
bus_3483,3483,bus,56C,BROADWAY To THIRUVOTTIYUR BUS STAND,3
bus_3484,3484,bus,56C,THIRUVOTTIYUR BUS STAND To BROADWAY,3
bus_3485,3485,bus,56C,TONDIARPET APOLLO HOSPITAL To BROADWAY,3
bus_3486,3486,bus,56D,AZEEZEE NAGAR To BROADWAY,3
bus_3487,3487,bus,56D,WAR MEMORIAL To MANALI B.T,3
bus_3488,3488,bus,56D,MANALI BUS TERMINUS To WAR MEMORIAL,3
bus_3489,3489,bus,56D,TRADE FAIR To TONDIARPET,3
bus_3490,3490,bus,56D,TONDIARPET To TRADE FAIR,3
bus_3491,3491,bus,56D,TONDIARPET To MANALI,3
bus_3492,3492,bus,56D,MANALI To TONDIARPET,3
bus_3493,3493,bus,56DET,BROADWAY To MATHUR M.M.D.A. GATE,3
bus_3494,3494,bus,56DET,MATHUR M.M.D.A. GATE To BROADWAY,3
bus_3495,3495,bus,56DET,BROADWAY To THANGAL,3
bus_3496,3496,bus,56DET,THANGAL To BROADWAY,3
bus_3499,3499,bus,56DET,SECRETARIAT To MATHUR M.M.D.A. GATE,3
bus_3500,3500,bus,56DET,MATHUR M.M.D.A. GATE To SECRETARIAT,3
bus_3501,3501,bus,56F,BROADWAY To ENNORE,3
bus_3502,3502,bus,56F,ENNORE To BROADWAY,3
bus_3503,3503,bus,56F,BROADWAY To ERNAVOOR GATE,3
bus_3504,3504,bus,56F,ERNAVOOR GATE To BROADWAY,3
bus_3505,3505,bus,56J,BROADWAY To MANALI NEW TOWN,3
bus_3506,3506,bus,56J,MANALI NEW TOWN MARKET To BROADWAY,3
bus_3507,3507,bus,56J,BROADWAY To THANGAL,3
bus_3508,3508,bus,56J,THANGAL To BROADWAY,3
bus_3509,3509,bus,56J,MANALI NEW TOWN To TONDIARPET,3
bus_3510,3510,bus,56J,TONDIARPET To MANALI NEW TOWN,3
bus_3511,3511,bus,56K,BROADWAY To KARGIL NAGAR THIRUVOTTIUR,3
bus_3512,3512,bus,56K,KARGIL NAGAR THIRUVOTTIUR To BROADWAY,3
bus_3513,3513,bus,56K,BROADWAY To TONDIARPET,3
bus_3514,3514,bus,56K,TONDIARPET To BROADWAY,3
bus_3515,3515,bus,56P,BROADWAY To MINJUR NEITHAVOYAL,3
bus_3516,3516,bus,56P,MINJUR B.T To BROADWAY,3
bus_3517,3517,bus,56P,BROADWAY To TONDIARPET,3
bus_3518,3518,bus,56P,TONDIARPET To BROADWAY,3
bus_3519,3519,bus,56P,SECRETARIAT To MINJUR,3
bus_3521,3521,bus,56P,TONDIARPET To MINJUR NEITHAVOYAL,3
bus_3523,3523,bus,56P,TONDIARPET To MINJUR NEITHAVOYAL,3
bus_3524,3524,bus,56P,MINJUR NEITHAVOYAL To TONDIARPET,3
bus_3525,3525,bus,56T,BROADWAY To ATHIPETTU R.S,3
bus_3526,3526,bus,56T,ATHIPETTU R.S To BROADWAY,3
bus_3527,3527,bus,56T,THANGAL To ATHIPETTU R.S,3
bus_3528,3528,bus,56T,ATHIPETTU R.S To THANGAL,3
bus_3529,3529,bus,570,SIRUSERI I.T PARK To K.K.NAGAR,3
bus_3530,3530,bus,570,M.G.R.KOYAMBEDU To PERUMBAKKAM TNUHDB,3
bus_3531,3531,bus,570,PERUMBAKKAM TNUHDB To M.G.R.KOYAMBEDU,3
bus_3532,3532,bus,570,K.K.NAGAR To M.M.B.T,3
bus_3533,3533,bus,570,M.M.B.T To SIRUSERI I.T PARK,3
bus_3535,3535,bus,570C,KANNAGI NAGAR TNUHDB To M.G.R.KOYAMBEDU,3
bus_3536,3536,bus,570C,M.G.R.KOYAMBEDU To KANNAGI NAGAR TNUHDB,3
bus_3537,3537,bus,570C,KANNAGI NAGAR TNUHDB To VADAPALANI B.T,3
bus_3538,3538,bus,570C,VADAPALANI To KANNAGI NAGAR TNUHDB,3
bus_3539,3539,bus,570ET,ANNA NAGAR WEST To M.G.R.KOYAMBEDU,3
bus_3540,3540,bus,570ET,M.G.R.KOYAMBEDU To ANNA NAGAR WEST,3
bus_3541,3541,bus,570ET,M.G.R.KOYAMBEDU To K.K.NAGAR,3
bus_3542,3542,bus,570ET,K.K.NAGAR To M.G.R.KOYAMBEDU,3
bus_3543,3543,bus,570ET,M.G.R.KOYAMBEDU To SIRUSERI I.T PARK,3
bus_3545,3545,bus,570ET,M.G.R.KOYAMBEDU B.T To THIRUPORUR BUS STAND,3
bus_3546,3546,bus,570ET,THIRUPORUR BUS STAND To M.G.R.KOYAMBEDU B.T,3
bus_3547,3547,bus,570ET,SIRUSERI I.T PARK To PERUMBAKKAM TNUHDB,3
bus_3550,3550,bus,570ET,VELACHERY B.T To THIRUPORUR,3
bus_3551,3551,bus,570ET,THIRUPORUR To VELACHERY B.T,3
bus_3552,3552,bus,570P,KELAMBAKKAM To PERUMBAKKAM TNUHDB,3
bus_3554,3554,bus,570P,M.G.R.KOYAMBEDU To KELAMBAKKAM,3
bus_3555,3555,bus,570P,KELAMBAKKAM To M.G.R.KOYAMBEDU,3
bus_3556,3556,bus,570P,M.G.R.KOYAMBEDU B.T To Perumbakkam TNUHDB,3
bus_3557,3557,bus,570P,Perumbakkam TNUHDB To M.G.R.KOYAMBEDU B.T,3
bus_3558,3558,bus,570T,M.G.R.KOYAMBEDU To THALAMBUR,3
bus_3559,3559,bus,570T,THALAMBUR To M.G.R.KOYAMBEDU,3
bus_3560,3560,bus,572,AVADI B.T To THIRUVALLUR,3
bus_3561,3561,bus,572,THIRUVALLUR To AVADI B.T,3
bus_3564,3564,bus,572A,AVADI B.T To THIRUVALLUR COLLECTOR OFFICE,3
bus_3565,3565,bus,572A,THIRUVALLUR B.T To AVADI B.T,3
bus_3567,3567,bus,572K,KIZHANOOR To AMBATTUR I.E,3
bus_3568,3568,bus,572K,AMBATTUR I.E To THIRUVALLUR,3
bus_3570,3570,bus,572K,AVADI B.T To KIZHANOOR,3
bus_3571,3571,bus,572K,KIZHANOOR To AVADI B.T,3
bus_3572,3572,bus,572K,AVADI B.T To THIRUVALLUR,3
bus_3573,3573,bus,572K,THIRUVALLUR To AVADI B.T,3
bus_3574,3574,bus,578X,IYYAPPANTHANGAL To SUNGUVARCHATHIRAM,3
bus_3575,3575,bus,578X,SUNGUVARCHATHIRAM To IYYAPPANTHANGAL,3
bus_3576,3576,bus,578,POONAMALLEE B.T To SUNGUVARCHATRAM,3
bus_3577,3577,bus,578,SUNGUVARCHATRAM To POONAMALLEE B.T,3
bus_3578,3578,bus,578A,KUNDRATHUR B.T To SRIPERUMBUDUR BUS TERMINUS,3
bus_3579,3579,bus,578A,SRIPERUMBUDUR BUS TERMINUS To KUNDRATHUR B.T,3
bus_3580,3580,bus,578ET,IYYAPPANTHANGAL To KUNNAM,3
bus_3582,3582,bus,578ET,SUNGUVARCHATHIRAM To IYYAPPANTHANGAL,3
bus_3583,3583,bus,578ET,KUNNAM To POONAMALLEE B.T,3
bus_3584,3584,bus,578ET,POONAMALLEE B.T To SUNGUVARCHATHIRAM,3
bus_3585,3585,bus,578ET,SUNGUVARCHATHIRAM To POONAMALLEE B.T,3
bus_3586,3586,bus,578PCT,POONAMALLEE B.T To ELAMBAKKAM,3
bus_3587,3587,bus,578PCT,ELAMBAKKAM To POONAMALLEE B.T,3
bus_3588,3588,bus,578PCT,POONAMALLEE B.T To SUNGUVARCHATHIRAM,3
bus_3589,3589,bus,578PCT,SUNGUVARCHATHIRAM To POONAMALLEE B.T,3
bus_3590,3590,bus,579A,CHROMEPET NEHRU NAGAR To WALAJABAD B.T,3
bus_3591,3591,bus,579A,WALAJABAD To NEHRU NAGAR,3
bus_3592,3592,bus,579A,TAMBARAM SANATORIUM To ORAGADAM RD.JN,3
bus_3593,3593,bus,579A,ORAGADAM RD.JN To TAMBARAM SANATORIUM,3
bus_3594,3594,bus,579A,TAMBARAM SANATORIUM BUS STAND To WALAJABAD B.T,3
bus_3595,3595,bus,579A,WALAJABAD B.T To TAMBARAM SANATORIUM B.T,3
bus_3596,3596,bus,579C,TAMBARAM SANATORIUM To ORAGADAM,3
bus_3597,3597,bus,579C,ORAGADAM To TAMBARAM SANATORIUM,3
bus_3598,3598,bus,579C,TAMBARAM SANATORIUM BUS STAND To WALAJABAD B.T,3
bus_3599,3599,bus,579C,WALAJABAD B.T To TAMBARAM SANATORIUM B.T,3
bus_3602,3602,bus,579K,KILAMBAKKAM BUS TERMINUS To WALAJABAD B.T,3
bus_3603,3603,bus,579K,WALAJABAD B.T To KILAMBAKKAM BUS TERMINUS,3
bus_3604,3604,bus,579K,TAMBARAM WEST To KCBT - KILAMBAKKAM,3
bus_3605,3605,bus,579K,KCBT - KILAMBAKKAM To TAMBARAM WEST,3
bus_3606,3606,bus,57,MOOLAKADAI To REDHILLS BUS TERMINUS,3
bus_3610,3610,bus,57CT,VALLALAR NAGAR B.T To MOOLAKADAI,3
bus_3611,3611,bus,57CT,MOOLAKADAI To VALLALAR NAGAR,3
bus_3612,3612,bus,57,VALLALAR NAGAR B.T To REDHILLS BUS TERMINUS,3
bus_3613,3613,bus,57,REDHILLS BUS TERMINUS To VALLALAR NAGAR B.T,3
bus_3616,3616,bus,57A,ANGADU To REDHILLS,3
bus_3617,3617,bus,57A,REDHILLS To ANGADU,3
bus_3619,3619,bus,57A,VALLALAR NAGAR B.T To ANGADU,3
bus_3620,3620,bus,57A,ANGADU To VALLALAR NAGAR BUS TERMINUS,3
bus_3621,3621,bus,57B,REDHILLS To POTHUR,3
bus_3622,3622,bus,57B,POTHUR To REDHILLS,3
bus_3623,3623,bus,57B,REDHILLS To POTHUR,3
bus_3624,3624,bus,57B,POTHUR To REDHILLS,3
bus_3625,3625,bus,57C,REDHILLS To ARUMANDAI RD.JN.,3
bus_3626,3626,bus,57C,ARUMANDAI RD.JN. To REDHILLS,3
bus_3627,3627,bus,57C,REDHILLS To PADIYANALLUR,3
bus_3628,3628,bus,57C,PADIYANALLUR To REDHILLS,3
bus_3629,3629,bus,57C,VALLALAR NAGAR To ARUMANDAI RD.JN.,3
bus_3630,3630,bus,57C,ARUMANDAI RD.JN. To VALLALAR NAGAR,3
bus_3631,3631,bus,57C,REDHILLS To VALLALAR NAGAR,3
bus_3632,3632,bus,57CCT,REDHILLS BUS TERMINUS To GNAYARU,3
bus_3633,3633,bus,57CCT,GNAYARU To REDHILLS BUS TERMINUS,3
bus_3634,3634,bus,57D,BROADWAY To MOOLAKADAI,3
bus_3636,3636,bus,57D,BROADWAY To POOCHIATHIPEDU,3
bus_3637,3637,bus,57D,POOCHIATHIPEDU To BROADWAY,3
bus_3638,3638,bus,57D,MOOLAKADAI To ALAMATHI,3
bus_3640,3640,bus,57E,REDHILLS To PADIYANALLUR,3
bus_3641,3641,bus,57E,PADIYANALLUR To REDHILLS,3
bus_3642,3642,bus,57E,REDHILLS To VICHOOR,3
bus_3643,3643,bus,57E,VICHOOR To REDHILLS,3
bus_3644,3644,bus,57F,BROADWAY To KARANODAI,3
bus_3645,3645,bus,57F,KARANODAI To WAR MEMORIAL,3
bus_3648,3648,bus,57F,BROADWAY To MEL SURAPATTU,3
bus_3649,3649,bus,57F,KARANODAI To BROADWAY,3
bus_3650,3650,bus,57F,TRADE FAIR To MOOLAKADAI,3
bus_3651,3651,bus,57F,MOOLAKADAI To TRADE FAIR,3
bus_3652,3652,bus,57F,BROADWAY To PADIYANALLUR,3
bus_3656,3656,bus,57F,MOOLAKADAI To KARANODAI,3
bus_3657,3657,bus,57F,KARANODAI To MOOLAKADAI,3
bus_3658,3658,bus,57F,KARANODAI To REDHILLS,3
bus_3659,3659,bus,57F,REDHILLS To MEL SURAPATTU,3
bus_3661,3661,bus,57F,REDHILLS To PADIYANALLUR,3
bus_3662,3662,bus,57F,PADIYANALLUR To REDHILLS,3
bus_3663,3663,bus,57F,SECRETARIAT To KARANODAI,3
bus_3665,3665,bus,57F,VALLALAR NAGAR To KARANODAI,3
bus_3667,3667,bus,57F,VALLALAR NAGAR To MEL SURAPATTU,3
bus_3668,3668,bus,57F,KARANODAI To VALLALAR NAGAR BUS TERMINUS,3
bus_3669,3669,bus,57F,REDHILLS BUS TERMINUS To VALLALAR NAGAR BUS TERMINUS,3
bus_3670,3670,bus,57G,MOOLAKADAI To VAZHUTHALAMBEDU,3
bus_3671,3671,bus,57G,VAZHUTHIGAIMEDU To MOOLAKADAI,3
bus_3672,3672,bus,57G,REDHILLS BUS TERMINUS To VAZHUTHALAMBEDU,3
bus_3673,3673,bus,57G,VAZHUTHIGAIMEDU To REDHILLS,3
bus_3674,3674,bus,57H,BROADWAY To NEW ERUMAI VETTI PALAYAM BUS STAND,3
bus_3675,3675,bus,57H,NEW ERUMAI VETTI PALAYAM BUS STAND To BROADWAY,3
bus_3676,3676,bus,57H,BROADWAY To REDHILLS BUS TERMINUS,3
bus_3678,3678,bus,57H,NEW ERUMAIVETTI PALAYAM To KOYAMBEDU MARKET,3
bus_3679,3679,bus,57H,KOYAMBEDU MARKET To REDHILLS,3
bus_3681,3681,bus,57H,REDHILLS To NEW ERUMAIVETTI PALAYAM,3
bus_3682,3682,bus,57H,NEW ERUMAIVETTI PALAYAM To REDHILLS,3
bus_3683,3683,bus,57H,REDHILLS To PADIYANALLUR,3
bus_3684,3684,bus,57H,PADIYANALLUR To REDHILLS,3
bus_3685,3685,bus,57H,VALLALAR NAGAR BUS TERMINUS To NEW ERUMAI VETTI PALAYAM BUS STAND,3
bus_3686,3686,bus,57H,NEW ERUMAI VETTI PALAYAM BUS STAND To VALLALAR NAGAR BUS TERMINUS,3
bus_3687,3687,bus,57J,BROADWAY To GNAYARU,3
bus_3688,3688,bus,57J,GNAYARU To BROADWAY,3
bus_3689,3689,bus,57J,BROADWAY To REDHILLS BUS TERMINUS,3
bus_3691,3691,bus,57J,REDHILLS To GNAYARU,3
bus_3693,3693,bus,57M,BROADWAY To ALAMATHI,3
bus_3694,3694,bus,57M,ALAMATHI To BROADWAY,3
bus_3696,3696,bus,57M,REDHILLS To BROADWAY,3
bus_3697,3697,bus,57M,REDHILLS To ALAMATHI,3
bus_3698,3698,bus,57M,ALAMATHI To REDHILLS,3
bus_3699,3699,bus,57X,REDHILLS BUS TERMINUS To PERIYAPALAYAM B.T,3
bus_3700,3700,bus,57X,PERIYAPALAYAM B.T To REDHILLS BUS TERMINUS,3
bus_3703,3703,bus,57X,VALLALAR NAGAR B.T To PERIYAPALAYAM B.T,3
bus_3704,3704,bus,57X,PERIYAPALAYAM B.T To VALLALAR NAGAR BUS DEPOT,3
bus_3705,3705,bus,580,AVADI B.T To ARANI,3
bus_3706,3706,bus,580,ARANI To AVADI B.T,3
bus_3707,3707,bus,580,AVADI B.T To KALLUR,3
bus_3708,3708,bus,580,KALLUR To AVADI B.T,3
bus_3709,3709,bus,580,AVADI B.T To PERIYAPALAYAM B.T,3
bus_3710,3710,bus,580,PERIYAPALAYAM To AVADI B.T,3
bus_3714,3714,bus,580A,AVADI B.T To MEL SEMBEDU,3
bus_3715,3715,bus,580A,MEL SEMBEDU To AVADI B.T,3
bus_3718,3718,bus,580M,THIRUNINDRAVOOR To MALANTHUR,3
bus_3719,3719,bus,580M,MALANTHUR To THIRUNINRAVUR BUS TERMINUS,3
bus_3720,3720,bus,580S,AVADI B.T To SIRUVAPURI,3
bus_3721,3721,bus,580S,SIRUVAPURI To AVADI B.T,3
bus_3722,3722,bus,583,POONAMALLEE B.T To SRIPERUMBUDUR,3
bus_3723,3723,bus,583,SRIPERUMBUDUR To POONAMALLEE B.T,3
bus_3724,3724,bus,583,TAMBARAM SANATORIUM B.T To ORAGADAM ROAD JUNCTION,3
bus_3725,3725,bus,583,ORAGADAM ROAD JUNCTION To TAMBARAM SANATORIUM B.T,3
bus_3726,3726,bus,583,TAMBARAM SANATORIUM To SRIPERUMBUDUR,3
bus_3727,3727,bus,583,SRIPERUMBUDUR To TAMBARAM SANATORIUM,3
bus_3728,3728,bus,583A,POONAMALLEE B.T To SRIPERUMBUDUR,3
bus_3729,3729,bus,583A,SRIPERUMBUDUR To POONAMALLEE B.T,3
bus_3730,3730,bus,583A,POONAMALLEE B.T To THIRUVALLUR,3
bus_3731,3731,bus,583A,THIRUVALLUR To POONAMALLEE B.T,3
bus_3732,3732,bus,583A,THIRUVALLUR To SRIPERUMBUDUR BUS TERMINUS,3
bus_3733,3733,bus,583A,SRIPERUMBUDUR BUS TERMINUS To THIRUVALLUR,3
bus_3734,3734,bus,583C,TAMBARAM SANATORIUM To MANIMANGALAM,3
bus_3735,3735,bus,583C,MANIMANGALAM To TAMBARAM SANATORIUM,3
bus_3736,3736,bus,583C,TAMBARAM SANATORIUM BUS STAND To SRIPERUMBUDUR BUS TERMINUS,3
bus_3737,3737,bus,583C,SRIPERUMBUDUR BUS TERMINUS To TAMBARAM SANATORIUM B.T,3
bus_3738,3738,bus,583D,TAMBARAM SANATORIUM BUS STAND To SRIPERUMBUDUR BUS TERMINUS,3
bus_3739,3739,bus,583D,SRIPERUMBUDUR To TAMBARAM SANATORIUM,3
bus_3740,3740,bus,583K,KCBT - KILAMBAKKAM To NEHRU NAGAR,3
bus_3741,3741,bus,583K,NEHRU NAGAR To KCBT - KILAMBAKKAM,3
bus_3744,3744,bus,583K,KILAMBAKKAM BUS TERMINUS To SRIPERUMBUDUR BUS TERMINUS,3
bus_3745,3745,bus,583K,SRIPERUMBUDUR BUS TERMINUS To KILAMBAKKAM BUS TERMINUS,3
bus_3746,3746,bus,58V,MOOLAKADAI To M.G.R.KOYAMBEDU,3
bus_3748,3748,bus,58V,REDHILLS BUS TERMINUS To M.G.R.KOYAMBEDU B.T,3
bus_3749,3749,bus,58V,M.G.R.KOYAMBEDU B.T To REDHILLS BUS TERMINUS,3
bus_3750,3750,bus,58V,REDHILLS To MOOLAKADAI,3
bus_3752,3752,bus,591,POONAMALLEE B.T To OM MANGALAM VILLAGE,3
bus_3753,3753,bus,591,OM MANGALAM VILLAGE To POONAMALLEE B.T,3
bus_3754,3754,bus,591,POONAMALLEE B.T To PERAMBAKKAM,3
bus_3755,3755,bus,591,PERAMBAKKAM To POONAMALLEE B.T,3
bus_3756,3756,bus,591C,POONAMALLEE B.T To NARASINGAPURAM,3
bus_3757,3757,bus,591C,PERAMBAKKAM L.N.KOIL To POONAMALLEE B.T,3
bus_3758,3758,bus,592,REDHILLS To PADIYANALLUR,3
bus_3759,3759,bus,592,PADIYANALLUR To REDHILLS,3
bus_3760,3760,bus,592,REDHILLS BUS TERMINUS To UTHUKKOTTAI,3
bus_3761,3761,bus,592,UTHUKKOTTAI B.T To REDHILLS BUS TERMINUS,3
bus_3762,3762,bus,592V,REDHILLS To PADIYANALLUR,3
bus_3763,3763,bus,592V,PADIYANALLUR To REDHILLS,3
bus_3764,3764,bus,592V,REDHILLS To VENGAL,3
bus_3765,3765,bus,592V,VENGAL BAZAR To REDHILLS BUS TERMINUS,3
bus_3766,3766,bus,592V,VALLALAR NAGAR B.T To VENGAL BAZAR,3
bus_3767,3767,bus,592V,VENGAL BAZAR To VALLALAR NAGAR BUS TERMINUS,3
bus_3768,3768,bus,593CT,REDHILLS BUS TERMINUS To CHENNANG KARANAI,3
bus_3769,3769,bus,593CT,CHENNANG KARANAI To REDHILLS BUS TERMINUS,3
bus_3770,3770,bus,593CT,REDHILLS To PADIYANALLUR,3
bus_3771,3771,bus,593CT,PADIYANALLUR To REDHILLS,3
bus_3772,3772,bus,593CT,REDHILLS BUS TERMINUS To UTHUKKOTTAI,3
bus_3773,3773,bus,593CT,UTHUKKOTTAI B.T To REDHILLS BUS TERMINUS,3
bus_3774,3774,bus,595,MINJUR To PAZHAVERKADU L.H,3
bus_3775,3775,bus,595,PAZHAVERKADU L.H To MINJUR,3
bus_3778,3778,bus,595,THANGAL TOLLGATE To PAZHAVERKADU L.H,3
bus_3779,3779,bus,595,PAZHAVERKADU L.H To THANGAL TOLLGATE,3
bus_3780,3780,bus,597,THYAGARAYA NAGAR To K.K.NAGAR,3
bus_3781,3781,bus,597,K.K.NAGAR To THYAGARAYA NAGAR,3
bus_3782,3782,bus,597AC,IYYAPPANTHANGAL To THIRUVALLUR,3
bus_3783,3783,bus,597AC,THIRUVALLUR To IYYAPPANTHANGAL,3
bus_3784,3784,bus,597A,POONAMALLEE B.T To THIRUVALLUR,3
bus_3785,3785,bus,597A,THIRUVALLUR B.T To POONAMALLEE B.T,3
bus_3786,3786,bus,597ACT,THIRUVALLUR COLLECTOR OFFICE To POONAMALLEE B.T,3
bus_3787,3787,bus,597ACT,POONAMALLEE B.T To THIRUVALLUR,3
bus_3788,3788,bus,597ACT,THIRUVALLUR To POONAMALLEE B.T,3
bus_3789,3789,bus,597ACT,VELLAVEDU To THIRUVALLUR,3
bus_3790,3790,bus,597ACT,THIRUVALLUR To VELLAVEDU,3
bus_3791,3791,bus,597C,POONAMALLEE B.T To THIRUNINRAVUR RAILWAY STATION,3
bus_3792,3792,bus,597C,THIRUNINRAVUR RAILWAY STATION To POONAMALLEE B.T,3
bus_3793,3793,bus,597CET,PERIYA COLONY To AVADI B.T,3
bus_3794,3794,bus,597CET,AVADI B.T To THIRUNINRAVUR KOMATHI NAGAR,3
bus_3795,3795,bus,597CET,THIRUNINRAVUR KOMATHI NAGAR To THIRUNINRAVUR BUS TERMINUS,3
bus_3796,3796,bus,597CET,THIRUNINRAVUR BUS TERMINUS To THIRUNINRAVUR KOMATHI NAGAR,3
bus_3797,3797,bus,597CET,POONAMALLEE B.T To AVADI B.T,3
bus_3798,3798,bus,597CET,AVADI B.T To POONAMALLEE B.T,3
bus_3799,3799,bus,597CET,POONAMALLEE B.T To THIRUNINRAVUR BUS TERMINUS,3
bus_3800,3800,bus,597CET,THIRUNINRAVUR BUS TERMINUS To POONAMALLEE B.T,3
bus_3801,3801,bus,59,VALLALAR NAGAR BUS TERMINUS To THIRUVERKADU B.T,3
bus_3802,3802,bus,59,THIRUVERKADU B.T To VALLALAR NAGAR B.T,3
bus_3803,3803,bus,5E,BROADWAY To M.G.R.KOYAMBEDU,3
bus_3804,3804,bus,5E,M.G.R.KOYAMBEDU B.T To BROADWAY,3
bus_3805,3805,bus,5E,VADAPALANI To M.G.R.KOYAMBEDU,3
bus_3806,3806,bus,5E,M.G.R.KOYAMBEDU To VADAPALANI,3
bus_3807,3807,bus,5G,THYAGARAYA NAGAR BUS TERMINUS To KANNAGI NAGAR B.T,3
bus_3808,3808,bus,5G,KANNAGI NAGAR B.T To THYAGARAYA NAGAR BURKIT ROAD,3
bus_3811,3811,bus,5GCT,VELACHERY B.T To KANNAGI NAGAR TNUHDB,3
bus_3812,3812,bus,5GCT,KANNAGI NAGAR TNUHDB To VELACHERY B.T,3
bus_3813,3813,bus,5S,SAIDAPET METRO To KANNAGI NAGAR B.T,3
bus_3814,3814,bus,5S,KANNAGI NAGAR B.T To SAIDAPET,3
bus_3817,3817,bus,60,ANAKAPUTHUR To CHROMEPET,3
bus_3818,3818,bus,60,CHROMEPET To ANAKAPUTHUR,3
bus_3819,3819,bus,60,BROADWAY To ANAKAPUTHUR,3
bus_3820,3820,bus,60,ANAKAPUTHUR AMMAN TEMPLE To BROADWAY,3
bus_3821,3821,bus,60,SAIDAPET To ANAKAPUTHUR,3
bus_3822,3822,bus,60,ANAKAPUTHUR AMMAN TEMPLE To SAIDAPET,3
bus_3823,3823,bus,60A,BROADWAY To KUNDRATHUR,3
bus_3824,3824,bus,60A,KUNDRATHUR To BROADWAY,3
bus_3825,3825,bus,60A,BROADWAY To KUNDRATHUR B.T,3
bus_3826,3826,bus,60A,KUNDRATHUR B.T To BROADWAY,3
bus_3827,3827,bus,60A,NEHRU NAGAR To BROADWAY,3
bus_3828,3828,bus,60A,KUNDRATHUR B.T To NEHRU NAGAR,3
bus_3829,3829,bus,60D,BROADWAY To PAMMAL KAMARAJAPURAM,3
bus_3830,3830,bus,60D,PAMMAL KAMARAJAPURAM To BROADWAY,3
bus_3831,3831,bus,60D,GUDUVANCHERY To HASTHINAPURAM,3
bus_3832,3832,bus,60D,PAMMAL KAMARAJAPURAM To GUDUVANCHERI B.T,3
bus_3833,3833,bus,60D,GUDUVANCHERY To PAMMAL KAMARAJAPURAM,3
bus_3834,3834,bus,60D,HASTHINAPURAM To PAMMAL KAMARAJAPURAM,3
bus_3835,3835,bus,60E,BROADWAY To KUNDRATHUR,3
bus_3836,3836,bus,60E,KUNDRATHUR To BROADWAY,3
bus_3837,3837,bus,60E,BROADWAY To KUNDRATHUR B.T,3
bus_3838,3838,bus,60E,KUNDRATHUR B.T To BROADWAY,3
bus_3839,3839,bus,60G,BROADWAY To POZHICHALUR,3
bus_3840,3840,bus,60G,POZHICHALUR To BROADWAY,3
bus_3843,3843,bus,60H,BROADWAY To PAMMAL SRI SANKARA HEALTH CENTRE,3
bus_3844,3844,bus,60H,PAMMAL SRI SANKARA HEALTH CENTRE To BROADWAY,3
bus_3845,3845,bus,60H,HASTHINAPURAM To GUDUVANCHERY,3
bus_3847,3847,bus,60H,SANKARA HEALTH CENTRE To GUDUVANCHERY,3
bus_3848,3848,bus,60H,GUDUVANCHERY To SANKARA HEALTH CENTRE,3
bus_3849,3849,bus,60H,SANKARA HEALTH CENTRE To HASTHINAPURAM,3
bus_3851,3851,bus,61A,AVADI B.T To MELAPPEDU,3
bus_3852,3852,bus,61A,MELAPPEDU To AVADI B.T,3
bus_3853,3853,bus,61C,AVADI B.T To CRPF CO OP SHOP,3
bus_3854,3854,bus,61C,CRPF CO OP SHOP To AVADI B.T,3
bus_3855,3855,bus,61C,AVADI B.T To ELLA AMMAN NAGAR,3
bus_3856,3856,bus,61C,ELLA AMMAN NAGAR To AVADI B.T,3
bus_3857,3857,bus,61E,AVADI B.T To KILKONDAIYUR,3
bus_3858,3858,bus,61E,KILKONDAIYUR To AVADI B.T,3
